id,content,label,type
2595,"Alphabet Inc. GOOG, -0.01% [s:googl] announced Friday afternoon that it would change the name of its venture-capital arm from Google Capital to CapitalG. Google changed the name of its larger company to Alphabet last year, making that an umbrella name for all of the Web giant's ventures, though the Google division -- which includes search, YouTube and Android, among other large businesses -- is still the most important. The Google Capital division is separate from Google in the Alphabet structure. ""Though our name has changed, our goal remains the same: to make returns-driven investments in leading companies around the world,"" the company said on Twitter in announcing the change. The name change comes with a new website, www.capitalg.com, and new Twitter handle, @capitalgtweets.",0,training
3274,"Privacy Policy

Empire Sports knows that you care about how your personal information is used and shared, and we take your privacy very seriously. Please read the following to learn more about our privacy policy. By visiting our website, you are accepting the practices outlined in this Privacy Policy.

This Privacy Policy covers Empire Sports’s treatment of personal information that Empire Sports gathers when you are on the Empire Sports website and when you use Empire Sports services. This policy does not apply to the practices of third parties that Empire Sports does not own or control, or to individuals that Empire Sports does not employ or manage.

Information Collected by Empire Sports.

We only collect personal information that is relevant to the purpose of our website. This information allows us to provide you with a customized and efficient experience. We do not process this information in a way that is incompatible with this objective. We collect the following types of information from our Empire Sports users:

1. Information You Provide to Us: We receive and store any information you enter on our website or provide to us in any other way. You can choose not to provide us with certain information, but then you may not be able to take advantage of many of our special features.

2. Automatic Information:

We receive and store certain types of information whenever you interact with us.Empire Sports and its authorized agents automatically receive and record certain “traffic data” on their server logs from your browser including your IP address, Empire Sports cookie information, and the page you requested. Empire Sports uses this traffic data to help diagnose problems with its servers, analyze trends and administer the website.

Empire Sports may collect and, on any page, display the total counts that page has been viewed.

Many companies offer programs that help you to visit websites anonymously. While Empire Sports will not be able to provide you with a personalized experience if we cannot recognize you, we want you to be aware that these programs are available.

E-mail Communications

Empire Sports is very concerned about your privacy and we will never provide your email address to a third party without your explicit permission, as detailed in the ”Sharing Your Information” section below. Empire Sports may send out e-mails with Empire Sports-related news, products, offers, surveys or promotions.

Cookies

Cookies are alphanumeric identifiers that we transfer to your computer’s hard drive through your Web browser to enable our systems to recognize your browser and tell us how and when pages in our website are visited and by how many people. Empire Sports cookies do not collect personal information, and we do not combine information collected through cookies with other personal information to tell us who you are or what your screen name or e-mail address is.

The ”help” portion of the toolbar on the majority of browsers will direct you on how to prevent your browser from accepting new cookies, how to command the browser to tell you when you receive a new cookie, or how to fully disable cookies. We recommend that you leave the cookies activated because cookies allow you to use some of Empire Sports ‘s coolest features.

Empire Sports ‘s advertising partners may place a cookie on your browser that makes it possible to collect anonymous non-personally identifiable information that ad delivery systems use to present more relevant ads. If you would prefer to opt-out of this standard practice, please visit our advertising partner Platform-A’s privacy policy and opt-out page.

Sharing Your Information

Rest assured that we neither rent nor sell your personal information to anyone and that we will share your personal information only as described below.

Empire Sports Personnel: Empire Sports personnel and authorized consultants and/or contractors may have access to user information if necessary in the normal course of Empire Sports business.

Business Transfers: In some cases, we may choose to buy or sell assets. In these types of transactions, user information is typically one of the business assets that is transferred. Moreover, if Empire Sports, or substantially all of its assets, were acquired, user information would be one of the assets that is transferred.

Protection of Empire Sports and Others: We may release personal information when we believe in good faith that release is necessary to comply with a law; to enforce or apply our Terms of Use and other policies; or to protect the rights, property, or safety of Empire Sports, our employees, our users, or others. This includes exchanging information with other companies and organizations for fraud protection and credit risk reduction.

Syndication: Empire Sports allows for the RSS syndication of all of its public content within the Empire Sports website.

With Your Consent: Except as noted above, we will contact you when your personal information is shared with third parties or used for a purpose incompatible with the purpose(s) for which it was originally collected, and you will be able to opt out to prevent the sharing of this information.

Children Under 18 Years of Age

You must be 13 years and older to register to use the Empire Sports website. As a result, Empire Sports does not specifically collect information about children. If we learn that Empire Sports has collected information from a child under the age of 13, we will delete that information as quickly as possible. We recommend that minors between the ages of 13 and 18 ask and receive their parents’ permission before using Empire Sports or sending information about themselves or anyone else over the Internet.

Changes to this Privacy Policy

Empire Sports may amend this Privacy Policy from time to time, at its sole discretion. Use of information we collect now is subject to the Privacy Policy in effect at the time such information is used. If we make changes to the Privacy Policy, we will notify you by posting an announcement on the Empire Sports website so you are always aware of what information we collect, how we use it, and under what circumstances if any, it is disclosed.

Conditions of Use

If you decide to visit Empire Sports website, your visit and any possible dispute over privacy is subject to this Privacy Policy and our Terms of Use, including limitations on damages, arbitration of disputes, and application of Indiana state law.

Effective Date of this Privacy Policy

This Privacy Policy is effective as of Feb 1, 2014 and last updated March 2, 2014.",1,training
1567,"Nashville Predators defenseman Ryan Ellis (4) clears the puck away from Carolina Hurricanes left wing Teuvo Teravainen (86), of Finland, during the first period of an NHL hockey preseason game Saturday, Nov. 5, 2016, in Nashville, Tenn. (AP Photo/Mark Humphrey) (Photo: The Associated Press)
NASHVILLE, Tenn. (AP) — Jaccob Slavin scored the only goal of the shootout to lead the Carolina Hurricanes to a 3-2 victory over the Nashville Predators on Saturday night.
Jeff Skinner and Ron Hainsey scored in regulation for Carolina, which ended a two-game losing streak. Cam Ward finished with 25 saves through overtime and denied all three Nashville attempts in the shootout.
James Neal and Matt Irwin had the goals for the Predators, losers of two consecutive games — both in shootouts. Pekka Rinne stopped 23 shots.
Irwin put Nashville ahead 2-1 with 2:55 left in the second as his shot from the left point through traffic beat Ward on the stick side. It gave Irwin a goal in three straight games, matching a career high.
Hainsey tied it at 8:22 of the third on a short-handed score, taking a pass from Elias Lindholm and driving to the net and slipping the puck between Rinne's pads.
Copyright 2016 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",0,training
5606,"One thing is for sure- Any leaker who is sharing classified, sensitive information in public is committing treason! This level of corruption has to be taken down very carefully with utmost wisdom and the persons who are committing this should go to prison for the remainder of their lives!

On Thursday White House communications director Anthony Scaramucci suggested that White House Chief of Staff Reince Priebus is sharing confidential information to the press. Scaramucci said he was contacting the FBI after a Politico report on his financial disclosures — which were publicly available — and mysteriously tagged Priebus at the end of the tweet. As news outlets began to wonder if Scaramucci was targeting Priebus, Scaramucci deleted the tweet and explained, “Tweet was public notice to leakers that all Sr Adm officials are helping to end illegal leaks.”

However, Kellyanne Conway did not deny that Reince Priebus is one of the major White House leakers after Anthony Scaramucci seemed to call him out on Twitter.

When Fox News host Steve Doocy asked Conway Thursday morning is Reince Priebus the big leaker, because that’s what it looks like in that particular tweet Scaramucci sent out yesterday, Kellyanne Conway did not deny or confirm anything.

Doocy added: “According to the National Journal, apparently Mr. Scaramucci did report Reince to the FBI.”

“I’m not aware of the latter. I will say that leakers are easier to figure out than they may think. This West Wing is a very small place. And I will say, for me, I am the jerk that hired a chief of staff because I thought we were supposed to work on policy not three press or comms assistants,” Conway said of Scaramucci reporting Priebus.

This President said all during the campaign…if you are dishonest and don’t do your job effectively you will be called out and or fired….that’s how his businesses ran to success and now he is doing effectively the same to have our government run the same. It is about time to reveal the truth!

What is your opinion, is Reince Priebus leaker?",1,training
6519,"US President Obama: World leaders must heed people’s economic fears US President Obama: World leaders must heed people’s economic fears Obama said that both Trump's election and the British vote to leave the European Union reflected the need to deal with ""people's fears that their children won't do as well as they have.'' Published:November 16, 2016 12:20 am President Barack Obama (AP Photo) 
Drawing a broad lesson from the election of Donald Trump, President Barack Obama said Tuesday that world leaders need to pay attention to people’s very real fears of economic dislocation and inequality in the midst of globalization. “The more aggressively and effectively we deal with those issues, the less those fears may channel themselves into counterproductive approaches that can pit people against each other,” Obama said as he opened the last foreign tour of his presidency. 
Watch What Else Is Making News 
Obama, in a joint news conference with Greek Prime Minister Alexis Tsipras, said that both Trump’s election and the British vote to leave the European Union reflected the need to deal with “people’s fears that their children won’t do as well as they have.” 
“Sometimes people just feel as if we want to try something and see if we can shake things up,” Obama said. 
The president seemed skeptical that “the new prescriptions being offered” would satisfy the frustrations and anger evident in election. And he played a bit of defense, saying that his agenda over past eight years had dealt with economic issues head on and “the country’s indisputably better off.” 
Obama added pointedly that some of the rhetoric seen in the elections was “pretty troubling and not necessarily connected to the facts.” 
Tsipras, for his part, said he had refrained from rushing to criticizing Trump as some other European leaders had done, saying that the Republican’s “aggressive manner” as a candidate might be different as president. He predicted that “in the near future not much is going to change in the relations between the EU, Greece and the United States of America.” 
Tsipras added that it was one thing to criticize Trump during the campaign and another thing now Trump will be a “major player” in the world. 
Greek President Prokopis Pavlopoulos played host at an official dinner for Obama at the presidential mansion in the evening. 
Obama’s visit sparked minor clashes in Athens as left-wing demonstrators tried to break a police cordon and were repelled with tear gas. No injuries or arrests were reported. About 3,000 anarchists, left-wing group supporters and students marched through the city center in a demonstration originally planned to reach the U.S. Embassy in another part of town. 
All demonstrations have been banned in a large swath of central Athens during Obama’s two-day visit. Riot police blocked the marchers from the part of the city where Obama will be, parking buses across roads and manning cordons. More than 5,000 police were deployed in the capital’s streets. 
The last sitting president to visit Greece was Bill Clinton in 1999. His visit, during the height of U.S. intervention in the wars ensuing from the breakup of Yugoslavia, was marked with extensive violent demonstrations. 
The president earlier offered the Greeks reassuring words about the U.S. commitment to NATO, saying Democratic and Republican administrations alike recognize the importance of the alliance to the trans-Atlantic relationship. 
Obama told Pavlopoulos that a strong NATO is of “utmost importance” and would provide “significant continuity even as we see a transition in government in the United States.” 
Pavlopoulos, for his part, thanked Obama for U.S. support of the Greek people in a time of social and economic crisis, and said he was confident that Trump “will continue on the same path.” 
Trump’s election has generated significant unease in Europe because of his tough talk during the campaign suggesting the U.S. might pull out of the NATO alliance if other countries don’t pay more. 
Obama’s reassurances reflect an attempt to ease the deep concerns about Trump and the future of America’s treaty alliances. Yet they may be greeted with skepticism: For months throughout the campaign, Obama repeatedly assured world leaders in public and private that Trump would not be elected, only to see him emerge victorious from last week’s election. 
In his meeting with Tsipras, Obama offered a welcome message of support for the Greeks as they struggle with both economic woes and a huge influx of refugees. Obama pledged to keep pressing his view that “austerity alone cannot deliver prosperity and that it is going to be important both with respect to debt relief and other accommodative strategies to help the Greek people in this period of adjustment.” 
On Wednesday, he is scheduled to tour the Acropolis and give a major speech about democracy and globalization before flying on to Berlin. From Germany, Obama will travel to Peru for an Asian economic summit before returning to Washington on Saturday. 
Obama said he was looking forward to visiting the Acropolis because “if you come to Greece you’ve got to do a little bit of sightseeing.” Best of Express",0,training
9619,"A drenched orange kitty aptly named Thomas Jefferson (Photo: Nashville Fire Department) 
NASHVILLE — A soaked but fittingly named cat called Thomas Jefferson was rescued on Election Day from a city drain pipe.
Just after 1 p.m. CT, Nashville Fire Department crews responded to a luxury condominium complex after a neighbor heard crying from inside a pipe. Firefighters found a a wet, miserable orange cat stuck and meowing in an underground pipe, fire department spokesman Brian Haas said.
Firefighters discovered that he had climbed into a third-story rain gutter on the condo, fell three stories inside the gutter and got lodged in under ground in the drain pipe.
""The end of the drain pipe was a bit crushed so the cat couldn't get out,"" Haas said. ""We had to go in and dig the pipe out so we could get the cat out.""
In about 20 minutes, firefighters freed the Thomas Jefferson, he said. Earlier in the day firefighters were dispatched to find a parrot in a tree, but were less successful in corralling the bird.
USA TODAY
Hello, kitty! Duchess Kate meets Bob the movie-star cat
A neighbor told firefighters that the ginger cat may have been stuck in the pipe since 6 a.m. He said he didn’t realize it was stuck until he heard the crying in early afternoon.
The cat belongs to Joseph Kline, president of Watkins College of Art, Design & Film in Nashville.
Kline's first words to his cat after the rescue: “What were you thinking?”
The cat, which firefighters dubbed #DRAINPIPEKITTY on Twitter, is expected to dry out and be fine.
Follow Natalie Neysa Alund on Twitter: @nataliealund 
He climbed into the third-world rain gutter, fell three stories and got stuck here pic.twitter.com/RvCRCLHcWQ 
— Nashville Fire Dept (@NashvilleFD) November 8, 2016 Happy #DRAINPIPEKITTY reunion. pic.twitter.com/FQSdMlKxrS 
— Nashville Fire Dept (@NashvilleFD) November 8, 2016",0,training
3431,"Skygazers gawp at extra bright ‘supermoon’ Skygazers gawp at extra bright ‘supermoon’ The unusually big and bright moon appeared at its most impressive as night fell over Asia, but astronomy enthusiasts will be able to see Earth's satellite loom large anywhere in the world shortly after sunset. Updated: November 15, 2016 2:58 am Supermoon. (File Photo) 
Skygazers took to high-rise buildings, observatories and beaches today to get a glimpse of the closest “supermoon” to Earth in almost seven decades, and snap dramatic pictures. The unusually big and bright moon appeared at its most impressive as night fell over Asia, but astronomy enthusiasts will be able to see Earth’s satellite loom large anywhere i the world shortly after sunset. The phenomenon happens when the moon is full at the same time as, or very near, perigee — its closest point to Earth on an elliptical, monthly orbit. It was the closest to Earth since 1948 at a distance of 356,509 kilometres, creating what NASA described as “an extra-supermoon”. 
Watch What Else Is Making News 
Skygazers and photographers headed to the best viewing spots in Asia, where the phenomenon was visible first, hoping that cloudy skies and the perennial pollution that blight many of the region’s cities would not spoil the fun. The eastern Sydney suburb of Bronte became an unexpected viewing spot as thousands of people armed with picnic mats an cameras packed its small beach near Bondi to catch a glimpse of the supermoon after a Facebook invite went viral. Loud cheers went up among the crowd as the moon made brief appearances between heavy, grey clouds before disappearing 
“It’s really nice,” Aidan Millar-Powell told AFP of the festive, community atmosphere at the beach. “People don’t usually come together like this in Sydney for a natural phenomenon.” The supermoon was visible across much of India although residents of New Delhi, the world’s most polluted capital, struggled to see it clearly through the toxic smog that has been shrouding the city in recent weeks 
Tourists, office workers and couples crowded the Hong Kong waterfront as the supersized moon rose over the skyscrapers of the financial hub, while further north in the Chinese capital Beijing the moon climbed spectacularly over the city’s skyline. “I’ve never seen a moon this big,” said Lee Pak-kan, 44, who was watching at the Hong Kong waterfront. “The moon is quite orange too… it’s quite special. 
In the Taiwanese capital Taipei, more than 100 people queued up to get a look at the spectacle through telescopes outside a major public hall, while others flocked to the city’s landmark Taipei 101 skyscraper — one of the world’s tallest buildings — to witness the supermoon. “It’s quite moving, to see it up close. It’s so big, so round, so bright,” said Julia Lee, who was peering through a telescope outside the hall 
Meanwhile, professional astronomers were at the ready at observatories across the region to explain the phenomenon to curious members of the public. In Thailand, astrologers were variously predicting the supermoon would bring disaster or great fortune.",0,training
10985,"It’s about time that The Pokemon Company Nintendo , and Game Freak have revealed the final starter evolutions for the game; because really, that’s what we all want to know before we buy the games. Let’s all be real for a moment and just admit to ourselves that none of the starters were what we wanted them to turn out! None of them.

Allow me to start by saying that I personally think that The Pokemon Company took a page straight out of the 1980’s and modeled Incineroar after a Thundercat! C’mon, admit it! You all (at least those of you who remember the Thundercats) thought of the Thundercats as soon as you saw Incineroar! Just look at it!

Secondly, I think we all know why Popplio’s final evolution, Primarina, was so feminine looking.

I believe that it is truly to get female gamers into the Pokemon games.

It looks pretty alright. I really don’t have a problem with strictly female looking Pokemon, but I know some people will and start a HUGE argument over it and make a massive fuss about it and so on… People, they aren’t even real creatures.

And finally, Decidueye, the final evolution of Rowlet. This is a massively tall, archer owl with a hoodie head complete with draw strings.

Can I just say how disappointed I am in this particular evolution? This little round owl had so much potential and Nintendo ruined it with this final evolution. I’m not sure what they were thinking but, oh my goodness they must have had some bad Ramen bowls or something. They could’ve done better in my opinion.",1,training
7913,"Facebook Twitter Google+ LinkedIn Jerry Emmett Fullscreen Post to Facebook Posted! A link has been posted to your Facebook feed.
Jerry Emmett arrives at the Yavapai County Administration Building to cast her early ballot in the 2016 presidential election Tuesday, Nov. 1, 2016, in Prescott, Ariz. Les Stukenberg/Associated Press Fullscreen Jerry Emmett, who was born before women won the right to vote in the U.S., leaves the Yavapai County Administration Building with her son Jim, Yavapi County Recorder Leslie Hoffman and Jack Fields assistant Yavapai County administrator after casting her early ballot in the 2016 presidential election Tuesday, Nov. 1, 2016, in Prescott, Ariz. Les Stukenberg/Associated Press Fullscreen Jerry Emmett talks to reporters at the Yavapai County Administration Building after casting her early ballot in the 2016 presidential election Tuesday, Nov. 1, 2016, in Prescott, Ariz. Emmett, who is 102 years old, voted for Franklin Delano Roosevelt in her first Presidential election. Les Stukenberg/Associated Press Fullscreen Jerry Emmett, who was born before women won the right to vote in the U.S., leaves the Yavapai County Administration Building with her son Jim, after casting her early ballot in the 2016 presidential election Tuesday, Nov. 1, 2016, in Prescott, Ariz. Les Stukenberg/Associated Press Fullscreen Jerry Emmett, the 102-year-old honorary chair of the Arizona Democratic delegation, helps report Arizona's delegate votes for Hillary Clinton during a historic Roll Call of States at the Democratic National Convention on July 26, 2016. Nick Oza/The Republic Fullscreen Carole King meets Jerry Emmett at the Democratic National Convention. Yvonne Wingett Sanchez/The Republic Fullscreen Sruthi Palaniappan, an 18-year-old Iowa delegate, interviews Jerry Emmett, the 102-year-old honorary chair of the Arizona delegation, at the Democratic National Convention on July 27, 2016. Nick Oza/The Republic Fullscreen Jerry Emmett, the 102-year-old honorary chair of the Arizona Democratic delegation at the Democratic National Convention being in Philadelphia on July 27, 2016. Nick Oza/The Republic Fullscreen Jerry Emmett, 102, was born before women got the right to vote in the United States. Jasper Colt/USA TODAY NETWORK Fullscreen Jerry Emmett and 18-year-old Iowa delegate Sruthi Palaniappan. Jasper Colt/USA TODAY NETWORK Fullscreen Jerry Emmett and the Arizona democratic delegation appear at roll call. Nick Oza/The Republic Fullscreen Jerry Emmett, 102, and the Arizona delegation cheer for Hillary Clinton. Nick Oza/The Republic Fullscreen The Arizona democratic delegation at roll call .Jerry Nick Oza/The Republic Fullscreen Jerry Emmett with the Arizona democratic delegation at roll call. Nick Oza/The Republic Fullscreen Jerry Emmett, then 100, is recognized during the memorial service for longtime friend Gov. Raul Castro, Arizona's 14th governor, at the State Capitol on May 16, 2015. Cheryl Evans/The Republic Fullscreen Portrait of Jerry Emmett, then 91, at her senior home in Prescott. Emmett taught at Lafayette Elementary School in Phoenix. She is a political activist and passionate Democrat. Nick Oza/The Republic Fullscreen Jerry Emmett, then 91, at her senior home in Prescott. Emmett, who taight at Lafayette Elementary School in Phoenix, retired in 1976 after 43 years in education. She is still active in the community and participated in the 2004 Democratic Convention as an honored guest and volunteer. Nick Oza/The Republic Fullscreen Jerry Emmett, then 91, at her senior home in Prescott in 2006. Nick Oza/The Republic Fullscreen Jerry Emmett in an undated file photo. File Fullscreen Like this topic? You may also like these photo galleries: Replay 1 of 19 2 of 19 3 of 19 4 of 19 5 of 19 6 of 19 7 of 19 8 of 19 9 of 19 10 of 19 11 of 19 12 of 19 13 of 19 14 of 19 15 of 19 16 of 19 17 of 19 18 of 19 19 of 19 Autoplay Show Thumbnails Show Captions Last Slide Next Slide Jerry Emmett, who was born before all women won the right to vote in the U.S., leaves the Yavapai County Administration Building on Nov. 1 after casting her early ballot. (Photo: AP)
116 CONNECT TWEET LINKEDIN",0,training
9142,"Robinson goes from warming bench to clutch performer Agence France-Presse Posted at Nov 28 2016 01:09 PM 
Share Indiana Pacers guard Glenn Robinson III (40) is fouled by Golden State Warriors forward Draymond Green (23) in the second half of the game at Bankers Life Fieldhouse. Photo by Trevor Ruszkowski-USA TODAY Sports/Reuters 
INDIANAPOLIS -- Glenn Robinson usually plays in the shadow of superstar teammate Paul George. 
But the 22-year-old has spent too much time this season sitting on the Indiana Pacers' bench to let this opportunity go to waste. 
Robinson played in place of injured George for the second-straight game and scored 17 points to lead the Pacers to a 91-70 win over the second place Los Angeles Clippers. 
George has been sidelined with a left ankle injury and a sore back. READ: Wizards’ Beal fined for grabbing throat of Magic’s Fournier 
""We have shown that when we don't have our best player, it is a must for the rest of us to come together,"" said Pacers Al Jefferson. 
That's exactly what happened Sunday night as Myles Turner also scored 17 points and the Pacers' defense shut down the high-flying Clippers. The 70 points was the fewest by the Clippers in coach Doc Rivers' four seasons there. 
The previous low was 80, and the previous low this season was 83. 
Indiana won its second in a row, also getting 16 points from Jefferson, while Rodney Stuckey had 12 and Thaddeus Young had 11. 
""We protected the paint and showed a wall on defense,"" said Jefferson, who added eight rebounds. 
The Clippers lost their second contest in a row on their six-game road trip. They got 16 points from Blake Griffin, 13 from Chris Paul and 12 from Jamal Crawford. The Clippers shot only 31.4 percent overall, including four-of-24 from three-point range. 
The Clippers' starting five combined for only 47 points and shot 34.2 percent. 
""So far, we would play a good game, and then I would not recognize our team the next night,"" Indiana coach Nate McMillan said. 
""I don't want us to take steps backward after we win a game, and tonight we outhustled them and forced a good team into 20 turnovers."" 
© 1994-2016 Agence France-Presse 
For more sports coverage, visit the ABS-CBN Sports website . 
Share",0,training
1418,"The small apartment on Washington’s Batt Street served as a temporary office for Judge Harry P. Schuter, 62, who had been specially selected by federal investigators to officiate the case of accused sex-crime perpetrator and pimp to dozens of secret famous figures Jeffrey Epstein. Today, it’s a scene of police tape, CSI investigators, and a family left mourning. Schuter’s body was found this morning by a cleaning lady.

Preliminary police theory is that the judge committed suicide by firearm, although the cleaner, Alice Frumpkin, tells a different story :

“There was eh…otra persona…other person who come to door. Wear hat. Blue pantsuit. Si. I no see face, but after, very loud BANG BANG! I tell policia, but they say maybe I buracho. Drunk. I no buracho. Only little bit.”

Police on the scene refused questions about the witness and a few others hearing two gunshots, dismissing them as “uninformed teabagger nonsense.”

Also missing from the scene, a small black spiral-bound notebook with Deadpool on the cover, rumored to hold the complete list of Epstein’s clients. Suspicious activity is written all over this. More to follow.",1,test
4018,"Why Sharon wants to work with younger stars ABS-CBN News Posted at Nov 16 2016 01:52 PM | Updated as of Nov 16 2016 06:30 PM 
Share Facebook 
MANILA – Sharon Cuneta had three actors on top of her mind when asked who she wants to work with in her future projects. 
In a video uploaded on her YouTube channel, Cuneta said she would love to do a movie with Kapamilya actors Coco Martin, John Lloyd Cruz and Daniel Padilla. 
She also mentioned about wanting to work with Liza Soberano, James Reid and Nadine Lustre. A photo posted by Sharon (@reallysharoncuneta) on Nov 11, 2016 at 2:19am PST 
“Yung mga bata [gusto ko makatrabaho]. Kasi iba ang dating sa screen ngayon kapag kasama ako from the last generation and 'yung mga taga henerasyon ngayon. Medyo exciting 'yung ganun. Pero ako si Coco talaga and si John Lloyd and si Daniel. They are very good actors,” she said. 
Cuneta, however, stressed that she accepts a project primarily because of its story and the message it conveys -- and not her co-actors. 
“It will always be the story that will determine kung gagawin mo ba or hindi. Hindi lagi 'yung kung sino ba ang kasama niya. Kahit kasama ko si Gabby (Concepcion) sa pelikula or si Richard (Gomez) or si Robin (Padilla), tapos ang pangit naman ng storya, walang pupuntahan. It will always depend on the story so I am waiting for something like ‘Madrasta’ to jump up at my face again,” she said. 
Meanwhile, Cuneta also shared that there are no plans in the near future for her to collaborate with her daughters KC and Frankie. 
“At this point, wala pa. I’m letting them go muna on their own. I think it’s hard enough to be the shadow of parents who are medyo not anonymous, medyo kilala. To be in the shadow of their mom or their respective dads, kawawa naman yung mga bata kasi mahahati yung atensyon,” she said. 
Cuneta revealed that she doesn’t think Frankie would want to go full time in show business. 
As for doing a project with KC, she said: “I think she has established herself, her name, has done very well. Baka mauna si KC at ako kung sakali man but it’s not really a priority at this point kasi masyadong too close to home. Maybe someday pa.” 
Share",0,test
3754,"Over the weekend, CBS reported that Judge Roy Moore now has a commanding lead over Doug Jones, his Democrat opponent, and a huge majority of Alabama Republicans believe the allegations against him are untrue. Moreover, many of those Republicans believe the allegations were created by Democrats and their media allies.

According to CBS:

The poll found 92 percent of Republicans who don’t believe the allegations against Moore say the Democrats are behind the charges, and 88 percent say newspapers and the media are behind them.

Multiple women have come forward to accuse Moore of inappropriately pursuing or touching them when they were teenagers. The youngest woman to accuse Moore says she was 14 and he was 32 at the time.

The Senate contest looks to be highly dependent on turnout. Moore has a lead over Democrat Doug Jones, 49 percent to 43 percent, among the likely voters who are most apt to vote on Dec. 12. Among all registered voters, the contest is even. And nearly a quarter of voters still describe themselves as “maybe” or “probably” going to vote.

Breitbart added:

Whether the allegations are true or not, the survey’s respondents were asked if what Moore is accused of is serious — and 82 percent said it was, while 18 percent said it was not serious. Twenty-one percent said the allegations do not concern them and 52 percent said the allegations concern them but “other things matter more,” while just 27 percent said the allegations were the “top concern” in the race.

Likely voters who do not believe the allegations said that they believe a combination of forces — including newspapers and the media, Democrats, other Republicans, and “people seeking attention or money” — are “behind” the allegations against Moore. Eighty-nine percent said that newspaper and the media are behind them, while only 11 percent said they were not behind them. When asked if Democrats were behind the allegations, 91 percent said yes and only 9 percent said no — while 51 percent believe other Republicans were behind them and 49 percent do not. When it comes to “people seeking attention or money,” 93 percent believe they are behind the allegations and only seven percent do not.

Stunningly, as well, another detail in the poll finds that Senate Majority Leader Mitch McConnell’s original opposition to Moore—and his calls for Moore to “step aside” — only helped Moore solidify more support in the wake of the allegations. A whopping 30 percent of likely voters said that McConnell’s call for Moore to step aside in the wake of the allegations said it made them more likely to back Moore, while just six percent said it made them less likely to back Moore. Sixty-four percent of likely voters say that McConnell’s call for Moore to step aside does not matter in their voting decision.

“This poll is further proof that Mitch McConnell has zero sway or influence over Republican voters,” said Andy Surabian, a senior adviser to the Great America Alliance and an ex-White House aide who worked as a deputy for then-Chief Strategist Stephen K. Bannon. “Never has a party leader been so universally disliked by the very voters he’s supposed to represent.”

The special election is set for December 12.

Related:

If you haven’t checked out and liked our Facebook page, please go here and do so. And be sure to check out our new MeWe page here.

If you appreciate independent conservative reports like this, please go here and support us on Patreon.

And if you’re as concerned about online censorship as we are, go here and order this book:",1,training
9695,"Washington DC – President Trump addressed the country last night about the need for a border wall with Mexico. He made what many consider to be an awkward attempt to make his case to the American people. His presentation was stilted, wooden, and had none of the unhinged flair Trump’s supporters have come to expect.

They did not need to wait for long before Trump reverted back to form.

Americans Against Chinese Restaurants

Within minutes of ending his border wall appeal, the commander-in-chief took to Twitter to talk about the trade war with China. Not only did he call for more tariffs, but he urged Americans to boycott Chinese restaurants.

China is taking us to the cleaners. Every dollar we give them enables this tragedy to go on. We are in a crisis. Americans need to stop ordering take out from Chinese restaurants. When eating in these places we need to stand up and walk out without paying the bill. #MAGA

President Trump continued to tweet he understood Americans are going to feel the pain from the embargo of Chinese restaurants, but we all need to stand firm:

This is going to be tough. We can do it. Look, I’m suffering, too. I love pu-pu platters. It’s my favorite ethnic food. And General Gau makes a mean chicken. So crispy and saucy. He’s a great man. I’m making him Secretary of Defense and Delicious Chicken.

Republican senators are lining up behind Trump and his Chinese restaurant boycott. One senator experimented with making a pu-pu platter out of Chicken McNuggets, French fries, and sweet sauce. Inside sources say the procedure to pump his stomach went well and he should be out of hospital shortly.

Did you enjoy this post? How about buying the writer a cup of coffee?",1,test
